id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
118;sotu;requests;1566732221.1892946;-1.0565531253814697;https://millercenter.org/the-presidency/presidential-speeches/march-4-1893-second-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1893-second-inaugural-address;65242;200;True;
119;sotu;requests;1566732222.8628502;-1.1840684413909912;https://millercenter.org/the-presidency/presidential-speeches/december-6-1892-fourth-annual-message-0;https://millercenter.org/the-presidency/presidential-speeches/december-6-1892-fourth-annual-message-0;132684;200;True;
120;sotu;requests;1566732224.6370423;-1.3669748306274414;https://millercenter.org/the-presidency/presidential-speeches/december-6-1892-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1892-fourth-annual-message;133065;200;True;
121;sotu;requests;1566732226.6013708;-1.042513132095337;https://millercenter.org/the-presidency/presidential-speeches/december-9-1891-third-annual-message-0;https://millercenter.org/the-presidency/presidential-speeches/december-9-1891-third-annual-message-0;150018;200;True;
122;sotu;requests;1566732228.3357697;-1.1201808452606201;https://millercenter.org/the-presidency/presidential-speeches/december-9-1891-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-9-1891-third-annual-message;150375;200;True;
123;sotu;requests;1566732230.0600362;-0.8860154151916504;https://millercenter.org/the-presidency/presidential-speeches/december-1-1890-second-annual-message-0;https://millercenter.org/the-presidency/presidential-speeches/december-1-1890-second-annual-message-0;123000;200;True;
124;sotu;requests;1566732231.6334007;-0.9259064197540283;https://millercenter.org/the-presidency/presidential-speeches/december-1-1890-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-1-1890-second-annual-message;122915;200;True;
125;sotu;requests;1566732233.1618977;-1.1715171337127686;https://millercenter.org/the-presidency/presidential-speeches/december-3-1889-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1889-first-annual-message;131816;200;True;
126;sotu;requests;1566732234.964128;-1.3869743347167969;https://millercenter.org/the-presidency/presidential-speeches/december-3-1889-first-annual-message-0;https://millercenter.org/the-presidency/presidential-speeches/december-3-1889-first-annual-message-0;131398;200;True;
127;sotu;requests;1566732236.970336;-0.9361112117767334;https://millercenter.org/the-presidency/presidential-speeches/march-4-1889-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1889-inaugural-address;78685;200;True;
128;sotu;requests;1566732238.5934405;-1.417341947555542;https://millercenter.org/the-presidency/presidential-speeches/december-3-1888-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1888-fourth-annual-message;135145;200;True;
129;sotu;requests;1566732240.6624196;-0.8600237369537354;https://millercenter.org/the-presidency/presidential-speeches/december-6-1887-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1887-third-annual-message;84731;200;True;
130;sotu;requests;1566732242.1237988;-1.2878124713897705;https://millercenter.org/the-presidency/presidential-speeches/december-6-1886-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1886-second-annual-message;146764;200;True;
131;sotu;requests;1566732244.0265374;-1.2068796157836914;https://millercenter.org/the-presidency/presidential-speeches/december-8-1885-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-8-1885-first-annual-message;175182;200;True;
132;sotu;requests;1566732245.937559;-0.8230264186859131;https://millercenter.org/the-presidency/presidential-speeches/march-4-1885-first-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1885-first-inaugural-address;62615;200;True;
133;sotu;requests;1566732247.3480563;-1.121565818786621;https://millercenter.org/the-presidency/presidential-speeches/december-1-1884-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-1-1884-fourth-annual-message;105274;200;True;
134;sotu;requests;1566732249.0759804;-1.0494277477264404;https://millercenter.org/the-presidency/presidential-speeches/december-4-1883-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-4-1883-third-annual-message;103090;200;True;
135;sotu;requests;1566732250.7276647;-1.0422163009643555;https://millercenter.org/the-presidency/presidential-speeches/december-4-1882-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-4-1882-second-annual-message;114435;200;True;
136;sotu;requests;1566732252.386942;-0.21776199340820312;https://millercenter.org/the-presidency/presidential-speeches/march-4-1881-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1881-inaugural-address;66152;200;True;
137;sotu;requests;1566732253.2470431;-1.637986183166504;https://millercenter.org/the-presidency/presidential-speeches/december-6-1880-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1880-fourth-annual-message;132371;200;True;
138;sotu;requests;1566732255.4922025;-2.709404706954956;https://millercenter.org/the-presidency/presidential-speeches/december-1-1879-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-1-1879-third-annual-message;122128;200;True;
139;sotu;requests;1566732258.8024337;-1.7668347358703613;https://millercenter.org/the-presidency/presidential-speeches/december-2-1878-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1878-second-annual-message;101862;200;True;
140;sotu;requests;1566732261.160863;-0.9519798755645752;https://millercenter.org/the-presidency/presidential-speeches/december-3-1877-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1877-first-annual-message;118355;200;True;
141;sotu;requests;1566732262.7133622;-2.0168251991271973;https://millercenter.org/the-presidency/presidential-speeches/march-5-1877-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-5-1877-inaugural-address;67486;200;True;
142;sotu;requests;1566732265.3240407;-1.1465163230895996;https://millercenter.org/the-presidency/presidential-speeches/december-5-1876-eighth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-5-1876-eighth-annual-message;90313;200;True;
143;sotu;requests;1566732267.0976024;-1.7673330307006836;https://millercenter.org/the-presidency/presidential-speeches/december-7-1875-seventh-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-7-1875-seventh-annual-message;124228;200;True;
144;sotu;requests;1566732269.5079293;-2.15919828414917;https://millercenter.org/the-presidency/presidential-speeches/december-7-1874-sixth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-7-1874-sixth-annual-message;111393;200;True;
145;sotu;requests;1566732272.267553;-1.0902271270751953;https://millercenter.org/the-presidency/presidential-speeches/december-1-1873-fifth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-1-1873-fifth-annual-message;113879;200;True;
146;sotu;requests;1566732273.955302;-0.7834045886993408;https://millercenter.org/the-presidency/presidential-speeches/march-4-1873-second-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1873-second-inaugural-address;60671;200;True;
147;sotu;requests;1566732275.3389597;-0.8720500469207764;https://millercenter.org/the-presidency/presidential-speeches/december-2-1872-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1872-fourth-annual-message;115602;200;True;
148;sotu;requests;1566732276.8361802;-1.03916335105896;https://millercenter.org/the-presidency/presidential-speeches/december-4-1871-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-4-1871-third-annual-message;92070;200;True;
149;sotu;requests;1566732278.5486586;-0.8554704189300537;https://millercenter.org/the-presidency/presidential-speeches/december-5-1870-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-5-1870-second-annual-message;105274;200;True;
150;sotu;requests;1566732280.0589855;-0.565502405166626;https://millercenter.org/the-presidency/presidential-speeches/december-6-1869-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1869-first-annual-message;99354;200;True;
151;sotu;requests;1566732281.226371;-0.5675740242004395;https://millercenter.org/the-presidency/presidential-speeches/march-4-1869-first-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1869-first-inaugural-address;59194;200;True;
152;sotu;requests;1566732282.4222007;-0.5680019855499268;https://millercenter.org/the-presidency/presidential-speeches/december-8-1868-fourth-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-8-1868-fourth-annual-message-congress;109515;200;True;
153;sotu;requests;1566732283.6336012;-0.5549907684326172;https://millercenter.org/the-presidency/presidential-speeches/december-3-1867-third-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-3-1867-third-annual-message-congress;124389;200;True;
154;sotu;requests;1566732284.8095956;-0.6810698509216309;https://millercenter.org/the-presidency/presidential-speeches/december-3-1866-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1866-second-annual-message;97519;200;True;
155;sotu;requests;1566732286.1205943;-0.6700007915496826;https://millercenter.org/the-presidency/presidential-speeches/december-4-1865-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-4-1865-first-annual-message;107507;200;True;
156;sotu;requests;1566732287.8546338;-0.5089669227600098;https://millercenter.org/the-presidency/presidential-speeches/march-4-1865-second-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1865-second-inaugural-address;52641;200;True;
157;sotu;requests;1566732289.0605993;-0.6259973049163818;https://millercenter.org/the-presidency/presidential-speeches/december-6-1864-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1864-fourth-annual-message;84765;200;True;
158;sotu;requests;1566732290.8245947;-0.5410001277923584;https://millercenter.org/the-presidency/presidential-speeches/december-8-1863-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-8-1863-third-annual-message;86723;200;True;
159;sotu;requests;1566732292.4935942;-0.6360032558441162;https://millercenter.org/the-presidency/presidential-speeches/december-1-1862-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-1-1862-second-annual-message;101580;200;True;
160;sotu;requests;1566732294.4336185;-0.5859780311584473;https://millercenter.org/the-presidency/presidential-speeches/december-3-1861-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1861-first-annual-message;93373;200;True;
161;sotu;requests;1566732296.013592;-0.6170108318328857;https://millercenter.org/the-presidency/presidential-speeches/march-4-1861-first-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1861-first-inaugural-address;73910;200;True;
162;sotu;requests;1566732297.2685964;-0.6619987487792969;https://millercenter.org/the-presidency/presidential-speeches/december-3-1860-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1860-fourth-annual-message;134872;200;True;
163;sotu;requests;1566732298.7015946;-0.5600013732910156;https://millercenter.org/the-presidency/presidential-speeches/december-19-1859-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-19-1859-third-annual-message;126065;200;True;
164;sotu;requests;1566732300.0437884;-0.7097651958465576;https://millercenter.org/the-presidency/presidential-speeches/december-6-1858-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1858-second-annual-message;152100;200;True;
165;sotu;requests;1566732301.3802238;-0.6016809940338135;https://millercenter.org/the-presidency/presidential-speeches/december-8-1857-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-8-1857-first-annual-message;135492;200;True;
166;sotu;requests;1566732302.5886648;-0.6373827457427979;https://millercenter.org/the-presidency/presidential-speeches/march-4-1857-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1857-inaugural-address;69197;200;True;
167;sotu;requests;1566732303.8105764;-0.61372971534729;https://millercenter.org/the-presidency/presidential-speeches/december-2-1856-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1856-fourth-annual-message;112588;200;True;
168;sotu;requests;1566732305.0125592;-0.5554840564727783;https://millercenter.org/the-presidency/presidential-speeches/december-31-1855-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-31-1855-third-annual-message;121340;200;True;
169;sotu;requests;1566732306.2190268;-0.5806279182434082;https://millercenter.org/the-presidency/presidential-speeches/december-4-1854-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-4-1854-second-annual-message;113340;200;True;
170;sotu;requests;1566732307.3913524;-0.6282994747161865;https://millercenter.org/the-presidency/presidential-speeches/december-5-1853-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-5-1853-first-annual-message;111207;200;True;
171;sotu;requests;1566732308.618718;-0.5838444232940674;https://millercenter.org/the-presidency/presidential-speeches/march-4-1853-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1853-inaugural-address;72358;200;True;
172;sotu;requests;1566732309.7930999;-0.5553300380706787;https://millercenter.org/the-presidency/presidential-speeches/december-6-1852-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1852-third-annual-message;108077;200;True;
173;sotu;requests;1566732310.9386337;-0.21002602577209473;https://millercenter.org/the-presidency/presidential-speeches/december-2-1851-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1851-second-annual-message;128951;200;True;
174;sotu;requests;1566732311.7578363;-0.5929620265960693;https://millercenter.org/the-presidency/presidential-speeches/december-2-1850-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1850-first-annual-message;100443;200;True;
175;sotu;requests;1566732312.939496;-0.6461877822875977;https://millercenter.org/the-presidency/presidential-speeches/december-4-1849-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-4-1849-first-annual-message;95781;200;True;
176;sotu;requests;1566732314.1725626;-0.5795462131500244;https://millercenter.org/the-presidency/presidential-speeches/march-5-1849-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-5-1849-inaugural-address;56201;200;True;
177;sotu;requests;1566732315.328594;-0.6771161556243896;https://millercenter.org/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-5-1848-fourth-annual-message-congress;178068;200;True;
178;sotu;requests;1566732316.6215653;-1.0214369297027588;https://millercenter.org/the-presidency/presidential-speeches/december-7-1847-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-7-1847-third-annual-message;150619;200;True;
179;sotu;requests;1566732318.2597108;-0.8196377754211426;https://millercenter.org/the-presidency/presidential-speeches/december-8-1846-second-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-8-1846-second-annual-message-congress;161482;200;True;
180;sotu;requests;1566732319.6919053;-0.7582876682281494;https://millercenter.org/the-presidency/presidential-speeches/december-2-1845-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1845-first-annual-message;149225;200;True;
181;sotu;requests;1566732321.0673368;-0.5616934299468994;https://millercenter.org/the-presidency/presidential-speeches/march-4-1845-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1845-inaugural-address;82146;200;True;
182;sotu;requests;1566732322.226017;-0.5940086841583252;https://millercenter.org/the-presidency/presidential-speeches/december-3-1844-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1844-fourth-annual-message;105201;200;True;
183;sotu;requests;1566732323.4156709;-0.7716078758239746;https://millercenter.org/the-presidency/presidential-speeches/december-5-1843-third-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-5-1843-third-annual-message-congress;98804;200;True;
184;sotu;requests;1566732324.8887486;-0.6198012828826904;https://millercenter.org/the-presidency/presidential-speeches/december-6-1842-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1842-second-annual-message;101620;200;True;
185;sotu;requests;1566732326.3045466;-0.629683256149292;https://millercenter.org/the-presidency/presidential-speeches/december-7-1841-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-7-1841-first-annual-message;102621;200;True;
186;sotu;requests;1566732327.597056;-0.5960097312927246;https://millercenter.org/the-presidency/presidential-speeches/march-4-1841-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1841-inaugural-address;98305;200;True;
187;sotu;requests;1566732328.829313;-0.5552511215209961;https://millercenter.org/the-presidency/presidential-speeches/december-5-1840-fourth-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-5-1840-fourth-annual-message-congress;105612;200;True;
188;sotu;requests;1566732330.0485992;-0.5782144069671631;https://millercenter.org/the-presidency/presidential-speeches/december-2-1839-third-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-2-1839-third-annual-message-congress;130677;200;True;
189;sotu;requests;1566732331.214867;-0.5741772651672363;https://millercenter.org/the-presidency/presidential-speeches/december-3-1838-second-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-3-1838-second-annual-message-congress;121306;200;True;
190;sotu;requests;1566732332.388937;-0.584071159362793;https://millercenter.org/the-presidency/presidential-speeches/december-5-1837-first-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-5-1837-first-annual-message-congress;121578;200;True;
191;sotu;requests;1566732333.6082246;-0.6013803482055664;https://millercenter.org/the-presidency/presidential-speeches/march-4-1837-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1837-inaugural-address;75994;200;True;
192;sotu;requests;1566732334.824438;-0.6414661407470703;https://millercenter.org/the-presidency/presidential-speeches/december-5-1836-eighth-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-5-1836-eighth-annual-message-congress;123801;200;True;
193;sotu;requests;1566732336.1058095;-0.6423304080963135;https://millercenter.org/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-1-1834-sixth-annual-message-congress;131602;200;True;
194;sotu;requests;1566732337.3453352;-0.6800389289855957;https://millercenter.org/the-presidency/presidential-speeches/december-3-1833-fifth-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-3-1833-fifth-annual-message-congress;99784;200;True;
195;sotu;requests;1566732338.6703627;-0.5460121631622314;https://millercenter.org/the-presidency/presidential-speeches/march-4-1833-second-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1833-second-inaugural-address;60330;200;True;
196;sotu;requests;1566732339.8843718;-0.665776252746582;https://millercenter.org/the-presidency/presidential-speeches/december-4-1832-fourth-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-4-1832-fourth-annual-message-congress;100580;200;True;
197;sotu;requests;1566732341.1746683;-0.5985817909240723;https://millercenter.org/the-presidency/presidential-speeches/december-6-1831-third-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-6-1831-third-annual-message-congress;96540;200;True;
198;sotu;requests;1566732342.3945932;-0.6723437309265137;https://millercenter.org/the-presidency/presidential-speeches/december-6-1830-second-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-6-1830-second-annual-message-congress;144371;200;True;
199;sotu;requests;1566732343.7151685;-0.6987881660461426;https://millercenter.org/the-presidency/presidential-speeches/december-8-1829-first-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-8-1829-first-annual-message-congress;116970;200;True;
200;sotu;requests;1566732345.0289905;-1.4286246299743652;https://millercenter.org/the-presidency/presidential-speeches/march-4-1829-first-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1829-first-inaugural-address;59987;200;True;
201;sotu;requests;1566732347.0726843;-0.7305212020874023;https://millercenter.org/the-presidency/presidential-speeches/december-2-1828-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1828-fourth-annual-message;93855;200;True;
202;sotu;requests;1566732348.3981485;-0.6615588665008545;https://millercenter.org/the-presidency/presidential-speeches/december-4-1827-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-4-1827-third-annual-message;92265;200;True;
203;sotu;requests;1566732349.7016156;-0.6736242771148682;https://millercenter.org/the-presidency/presidential-speeches/december-6-1825-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-6-1825-first-annual-message;105335;200;True;
204;sotu;requests;1566732350.9664679;-0.6403155326843262;https://millercenter.org/the-presidency/presidential-speeches/march-4-1825-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1825-inaugural-address;69700;200;True;
205;sotu;requests;1566732352.1932447;-0.5154476165771484;https://millercenter.org/the-presidency/presidential-speeches/december-7-1824-eighth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-7-1824-eighth-annual-message;98868;200;True;
206;sotu;requests;1566732353.2963915;-0.5565781593322754;https://millercenter.org/the-presidency/presidential-speeches/december-2-1823-seventh-annual-message-monroe-doctrine;https://millercenter.org/the-presidency/presidential-speeches/december-2-1823-seventh-annual-message-monroe-doctrine;88187;200;True;
207;sotu;requests;1566732354.522929;-0.5682191848754883;https://millercenter.org/the-presidency/presidential-speeches/december-3-1822-sixth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1822-sixth-annual-message;78203;200;True;
208;sotu;requests;1566732355.6771488;-0.5990478992462158;https://millercenter.org/the-presidency/presidential-speeches/december-3-1821-fifth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1821-fifth-annual-message;84708;200;True;
209;sotu;requests;1566732356.8762126;-0.600785493850708;https://millercenter.org/the-presidency/presidential-speeches/march-5-1821-second-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-5-1821-second-inaugural-address;77092;200;True;
210;sotu;requests;1566732358.080966;-0.604149341583252;https://millercenter.org/the-presidency/presidential-speeches/november-14-1820-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-14-1820-fourth-annual-message;71549;200;True;
211;sotu;requests;1566732359.2689574;-0.557884693145752;https://millercenter.org/the-presidency/presidential-speeches/december-7-1819-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-7-1819-third-annual-message;79469;200;True;
212;sotu;requests;1566732360.4208312;-0.6215596199035645;https://millercenter.org/the-presidency/presidential-speeches/november-16-1818-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-16-1818-second-annual-message;78325;200;True;
213;sotu;requests;1566732361.632955;-0.5925619602203369;https://millercenter.org/the-presidency/presidential-speeches/december-2-1817-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1817-first-annual-message;78561;200;True;
214;sotu;requests;1566732362.8179524;-0.7081713676452637;https://millercenter.org/the-presidency/presidential-speeches/march-4-1817-first-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1817-first-inaugural-address;72245;200;True;
215;sotu;requests;1566732364.1111987;-0.6673388481140137;https://millercenter.org/the-presidency/presidential-speeches/december-3-1816-eighth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1816-eighth-annual-message;69888;200;True;
216;sotu;requests;1566732365.3648953;-0.5611822605133057;https://millercenter.org/the-presidency/presidential-speeches/december-5-1815-seventh-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-5-1815-seventh-annual-message;69332;200;True;
217;sotu;requests;1566732366.5089042;-0.614415168762207;https://millercenter.org/the-presidency/presidential-speeches/september-20-1814-sixth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/september-20-1814-sixth-annual-message;63852;200;True;
218;sotu;requests;1566732367.7103405;-0.6154055595397949;https://millercenter.org/the-presidency/presidential-speeches/december-7-1813-fifth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-7-1813-fifth-annual-message;71638;200;True;
219;sotu;requests;1566732368.9252787;-0.5721850395202637;https://millercenter.org/the-presidency/presidential-speeches/march-4-1813-second-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1813-second-inaugural-address;60571;200;True;
220;sotu;requests;1566732370.0848844;-0.574537992477417;https://millercenter.org/the-presidency/presidential-speeches/november-4-1812-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-4-1812-fourth-annual-message;73021;200;True;
221;sotu;requests;1566732371.2576225;-0.5841615200042725;https://millercenter.org/the-presidency/presidential-speeches/november-5-1811-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-5-1811-third-annual-message;67532;200;True;
222;sotu;requests;1566732372.4321585;-0.570932149887085;https://millercenter.org/the-presidency/presidential-speeches/december-5-1810-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-5-1810-second-annual-message;68530;200;True;
223;sotu;requests;1566732373.6349912;-0.6481022834777832;https://millercenter.org/the-presidency/presidential-speeches/november-29-1809-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-29-1809-first-annual-message;64515;200;True;
224;sotu;requests;1566732374.8861246;-0.6716325283050537;https://millercenter.org/the-presidency/presidential-speeches/march-4-1809-first-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1809-first-inaugural-address;60340;200;True;
225;sotu;requests;1566732376.1561701;-0.5792310237884521;https://millercenter.org/the-presidency/presidential-speeches/november-8-1808-eighth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-8-1808-eighth-annual-message;66268;200;True;
226;sotu;requests;1566732377.3616652;-0.5267174243927002;https://millercenter.org/the-presidency/presidential-speeches/october-27-1807-seventh-annual-message;https://millercenter.org/the-presidency/presidential-speeches/october-27-1807-seventh-annual-message;64296;200;True;
227;sotu;requests;1566732378.6344101;-0.631540060043335;https://millercenter.org/the-presidency/presidential-speeches/december-2-1806-sixth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-2-1806-sixth-annual-message;69839;200;True;
228;sotu;requests;1566732379.8575895;-0.5951495170593262;https://millercenter.org/the-presidency/presidential-speeches/december-3-1805-fifth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1805-fifth-annual-message;70727;200;True;
229;sotu;requests;1566732381.0529716;-0.608809232711792;https://millercenter.org/the-presidency/presidential-speeches/march-4-1805-second-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1805-second-inaugural-address;66642;200;True;
230;sotu;requests;1566732382.283916;-0.582895040512085;https://millercenter.org/the-presidency/presidential-speeches/november-8-1804-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-8-1804-fourth-annual-message;66356;200;True;
231;sotu;requests;1566732383.5110629;-0.6187419891357422;https://millercenter.org/the-presidency/presidential-speeches/october-17-1803-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/october-17-1803-third-annual-message;67911;200;True;
232;sotu;requests;1566732384.7223296;-0.5733859539031982;https://millercenter.org/the-presidency/presidential-speeches/december-15-1802-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-15-1802-second-annual-message;66361;200;True;
233;sotu;requests;1566732385.9016898;-0.6130125522613525;https://millercenter.org/the-presidency/presidential-speeches/december-8-1801-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-8-1801-first-annual-message;73176;200;True;
234;sotu;requests;1566732387.1399426;-0.5615394115447998;https://millercenter.org/the-presidency/presidential-speeches/march-4-1801-first-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1801-first-inaugural-address;63274;200;True;
235;sotu;requests;1566732388.3466947;-0.5862894058227539;https://millercenter.org/the-presidency/presidential-speeches/november-22-1800-fourth-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-22-1800-fourth-annual-message;57141;200;True;
236;sotu;requests;1566732389.5134552;-0.5236737728118896;https://millercenter.org/the-presidency/presidential-speeches/december-3-1799-third-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-3-1799-third-annual-message;59490;200;True;
237;sotu;requests;1566732390.656498;-0.5214512348175049;https://millercenter.org/the-presidency/presidential-speeches/december-8-1798-second-annual-message;https://millercenter.org/the-presidency/presidential-speeches/december-8-1798-second-annual-message;64165;200;True;
238;sotu;requests;1566732391.7900455;-0.6321797370910645;https://millercenter.org/the-presidency/presidential-speeches/november-22-1797-first-annual-message;https://millercenter.org/the-presidency/presidential-speeches/november-22-1797-first-annual-message;64015;200;True;
239;sotu;requests;1566732393.0461626;-0.6330134868621826;https://millercenter.org/the-presidency/presidential-speeches/march-4-1797-inaugural-address;https://millercenter.org/the-presidency/presidential-speeches/march-4-1797-inaugural-address;65887;200;True;
240;sotu;requests;1566732394.2828646;-0.5322942733764648;https://millercenter.org/the-presidency/presidential-speeches/december-7-1796-eighth-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-7-1796-eighth-annual-message-congress;66917;200;True;
241;sotu;requests;1566732395.447955;-0.584038257598877;https://millercenter.org/the-presidency/presidential-speeches/december-8-1795-seventh-annual-message-congress;https://millercenter.org/the-presidency/presidential-speeches/december-8-1795-seventh-annual-message-congress;63225;200;True;
